address,area_identity,category,place,pub_deletion,pub_identity,pub_latitude,pub_longitude,pub_name,rank,station_identity
"70 Landor Rd, London SW9 9PH, UK",b6fba238-e15d-4046-add2-5cbd96c5213d,bar,ChIJWy5VslsEdkgRh0RoprXzddk,False,d39aa0b0-e9c3-4146-9925-ca1c517d068a,51.465731938362296,-0.1261067390441894,The Landor,0.0,2bd263ff-b94b-4028-9513-bcc026e1748f
"348 Clapham Rd, London SW9 9AR, UK",b6fba238-e15d-4046-add2-5cbd96c5213d,bar,ChIJY_4H-VkEdkgRT3Lu0LMrE5w,False,938453ab-ad1f-4e95-9b52-7ee678665e4d,51.468779685006254,-0.1270937919616699,The Phoenix,0.0,2bd263ff-b94b-4028-9513-bcc026e1748f
"177 S Lambeth Rd, London SW8 1XP, UK",d41f64bb-46cf-4fc0-892e-4ebf263897a1,restaurant,ChIJ1a-_IfQEdkgRVPpNfKKZAEQ,False,c3268e1a-374b-4713-9326-f524d2f4ca87,51.47717330303701,-0.1230168342590332,Canton Arms,0.0,a51a1c60-1fa3-4f11-abe6-142ab250dd1a
"128 Hartington Rd, London SW8 2HJ, UK",d41f64bb-46cf-4fc0-892e-4ebf263897a1,bar,ChIJSUulbPcEdkgR_HsA9NjuBfk,False,665a7faf-e518-4918-bdce-acb10e79dcf0,51.47654517171324,-0.1276946067810058,The Cavendish Arms,0.0,083b6bbc-456d-4ad0-9bd3-2e9d28dbd71d
"33 Wilcox Rd, London SW8 2XA, UK",d41f64bb-46cf-4fc0-892e-4ebf263897a1,bar,ChIJU1uiH_EEdkgRT7Xo9Novmbw,False,c5ec367b-daee-471d-9d22-052771185713,51.47959219606096,-0.1259565353393554,Nolan's,0.0,083b6bbc-456d-4ad0-9bd3-2e9d28dbd71d
"5 Saint George Wharf Hamilton, House, London SW8 2LE, UK",d41f64bb-46cf-4fc0-892e-4ebf263897a1,bar,ChIJFQZLUu4EdkgR4qDiHN-Cy7Y,False,bea4c452-ce54-41a3-beaf-8ca6e2d133a8,51.48564554835484,-0.1270508766174316,The Riverside,0.0,2563cba3-2918-4bb7-a4f5-2795994c1e7d
"Albert Embankment, London SE1 7TY, UK",d41f64bb-46cf-4fc0-892e-4ebf263897a1,restaurant,ChIJB_93N-oEdkgRDfeFzZ925CU,False,8cd0994d-4c08-473a-bf11-94b08d3082c6,51.49196529933168,-0.1221799850463867,Tamesis Dock,0.0,2563cba3-2918-4bb7-a4f5-2795994c1e7d
"76 Albert Embankment, London SE11 5AW, UK",d41f64bb-46cf-4fc0-892e-4ebf263897a1,bar,ChIJy7mDGuwEdkgRmus24meXJAw,False,33a2aa89-d62a-4962-9655-e21e1ddb2348,51.48789029594894,-0.1224696636199951,Mother Kelly's,0.0,2563cba3-2918-4bb7-a4f5-2795994c1e7d
"112 Vauxhall Walk, London SE11 5ER, UK",d41f64bb-46cf-4fc0-892e-4ebf263897a1,bar,ChIJs9x0eOwEdkgRD1LEhbiA3WM,False,013c54a0-e7d1-4da6-bce1-995d7be626c9,51.48871200627574,-0.1208710670471191,The Black Dog,0.0,2563cba3-2918-4bb7-a4f5-2795994c1e7d
"35 Albert Embankment, London SE1 7TL, UK",d41f64bb-46cf-4fc0-892e-4ebf263897a1,bar,ChIJ74DN5esEdkgRRSK4pftLyH4,False,04738700-75a2-4d5c-864d-de41c81995db,51.48978087559663,-0.1226198673248291,The Rose,0.0,2563cba3-2918-4bb7-a4f5-2795994c1e7d
"87 Noel Rd, Greater, London N1 8HD, UK",7b9db47d-0a1c-429c-9608-711ed711e845,bar,ChIJ1Xw8i14bdkgRsRNbZoPuRfw,False,d0f180bb-334a-4c66-8027-ffa9879ff465,51.53317583315496,-0.0984477996826171,The Island Queen,0.0,d2878413-cc97-4454-984d-bb72e04c8bcc
"2 Camden Walk, London N1 8DY, UK",7b9db47d-0a1c-429c-9608-711ed711e845,bar,ChIJB7K1f2cbdkgRRdHXSVorebM,False,f62b6c54-6847-47f8-8112-f6269578125f,51.5356451441688,-0.1028895378112793,Camden Head,0.0,d2878413-cc97-4454-984d-bb72e04c8bcc
"218 Tower Bridge Rd, London SE1 2UP, UK",75808b33-a6d6-4e79-bc63-cce0831d36a9,bar,ChIJRV43YZADdkgRVzyZ-ikt8Ik,False,76282d16-e2c6-40c8-96d1-92b81da07619,51.50327319563208,-0.0766575336456298,The Raven Tower Bridge,0.0,343f4043-6347-442f-98da-81f575c30b12
"15 Trinity Square, Tower Hill, London EC3N 4AA, UK",42591133-6127-4928-a6fc-d0f99e2c3d9a,bar,ChIJhxV-gk4DdkgRjzZn_iJTdJk,False,139bde09-27ac-4b94-a94e-9a030fffa1a8,51.50974408422756,-0.0785565376281738,The Liberty Bounds,0.0,9a9cba8c-c0d8-4211-af39-154a04ca5e14
"5 Minories, Aldgate, London EC3N 1BJ, UK",42591133-6127-4928-a6fc-d0f99e2c3d9a,bar,ChIJWcZluU0DdkgR04oxd9LtlfE,False,4a8884c1-3f3e-4ad8-ad30-15d90ed08b3d,51.51342987616821,-0.0757026672363281,Cococure,0.0,f1fd90e4-502a-4f27-b00f-09eaa4d9db30
"1 Curtain Rd, London EC2A 3JX, UK",480fafaa-7b2b-4282-a14f-e226e0b20922,bar,ChIJuRFCz7EcdkgRJhtzI4Y11Tg,False,c2d548eb-fa0d-4685-ad65-298a326e7095,51.522122356418144,-0.0811529159545898,Queen of Hoxton,0.0,08d27125-da1f-4d06-bdc3-ee4604a498d0
"97-113 Curtain Rd, London EC2A 3BS, UK",480fafaa-7b2b-4282-a14f-e226e0b20922,bar,ChIJN7DLn7ocdkgRAHNTfGExeWY,False,6ce3e404-091d-4e74-82cc-4649ed2c567e,51.52568699532481,-0.0804662704467773,Ballie Ballerson London,0.0,08d27125-da1f-4d06-bdc3-ee4604a498d0
"Unit 3B, 127 Hackney Rd, London E2 8GY, UK",480fafaa-7b2b-4282-a14f-e226e0b20922,bar,ChIJd0Gm6bccdkgRIZZqh6H_6VM,False,88b8f8e1-ab4c-4659-8c59-79fb38e29086,51.53014573877638,-0.0744366645812988,Alcotraz London: Cell Block Two-One-Two,0.0,da3e0e78-55c6-44ac-9110-c0bc2d8436de
"178 Hoxton St, London N1 5LH, UK",00763a76-7504-4fd1-84e1-57184c44e46f,bar,ChIJB7Sl_LwcdkgRlwsA2v6gH_o,False,2f149ce3-29c5-4f29-b3cc-de9f72f917b3,51.533109093160334,-0.0799298286437988,Howl At The Moon,0.0,da3e0e78-55c6-44ac-9110-c0bc2d8436de
"232 Kingsland Rd, Whitmore Estate, London E2 8AX, UK",4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb,bar,ChIJrx4282IddkgRTeHNjFC_CEA,False,b47419d0-3ac1-4cce-b89c-d8ff486c24eb,51.53568518594638,-0.0767326354980468,A Bar with Shapes for a Name,0.0,933fbecb-e3c6-4016-bbcd-72303f2c3d06
"260 Haggerston Rd, London E8 4EP, UK",4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb,bar,ChIJtwvIa5QcdkgR6yOSMDFZKFc,False,70584e25-7556-4d3d-9c74-331460dde1e8,51.54014295024781,-0.0745654106140136,Duke of Wellington,0.0,933fbecb-e3c6-4016-bbcd-72303f2c3d06
"336 Acton Mews, London E8 4EA, UK",4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb,bar,ChIJp0hOTk4ddkgRqiFEK4TVoqg,False,ad5b38ca-7444-4e94-8f17-93dd1826bec2,51.53709997281008,-0.0757884979248046,OTHERWORLD VR | Hackney,0.0,933fbecb-e3c6-4016-bbcd-72303f2c3d06
"unit a, 28 Hertford Rd, London N1 5QT, UK",4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb,other,ChIJSbA7WZYcdkgRM8xb-cWQMt8,False,ef30367b-bbd4-429a-83d8-6af834e2f668,51.53835455833279,-0.0783205032348632,Toconoco,0.0,933fbecb-e3c6-4016-bbcd-72303f2c3d06
"109 Mortimer Rd, London N1 4JY, UK",4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb,bar,ChIJ2fyqH5EcdkgRpnNYfwx4wiE,False,88849456-c4ff-4c5a-8ba2-13e503983bcc,51.5427586805076,-0.0791788101196289,The Talbot,0.0,e0366379-9029-4bea-a5f1-80cd6e62f722
"510b Kingsland Rd, London E8 4AB, UK",4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb,bar,ChIJ1TU305McdkgRca2LGIqPjlQ,False,97f2905d-f074-44a7-a26e-011599793af5,51.54395973076774,-0.0758743286132812,Three Sheets,0.0,e0366379-9029-4bea-a5f1-80cd6e62f722
"The Victoria, 451 Queensbridge Rd, London E8 3AS, UK",4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb,bar,ChIJzxEQT-0cdkgR_xi84bMiBMg,False,fdfe103a-06d9-4636-b498-a9d698bfe538,51.5457212138065,-0.0699734687805175,The Victoria Dalston,0.0,e0366379-9029-4bea-a5f1-80cd6e62f722
"40 Parkholme Rd, London E8 3AG, UK",4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb,bar,ChIJ3_KJDO0cdkgRjXTdDe5L8XY,False,74545130-94c7-4049-92bd-86ffd7cab6cb,51.54504064889784,-0.0681710243225097,Prince George,0.0,e0366379-9029-4bea-a5f1-80cd6e62f722
"95 Forest Rd, London E8 3BH, UK",16240ef3-d2e9-4d02-bd79-fabaf2147ff3,bar,ChIJMQ_6XOkcdkgRjenb1S46SG0,False,365a5ea5-03c6-4caa-8424-7a33339d0642,51.54421328177007,-0.0655746459960937,The Prince Arthur,0.0,324ae823-eecc-45ad-94c1-15915c736bc1
"1A Amhurst Rd, London E8 1JB, UK",16240ef3-d2e9-4d02-bd79-fabaf2147ff3,bar,ChIJpS5_JfscdkgR1rMgegTCspM,False,bd3e47c7-f76a-4998-9bbd-167e68d1ee42,51.54718906424884,-0.0554251670837402,Oslo Hackney,0.0,1a603278-e551-40dd-8188-70a81cc26f73
"14 Bohemia Pl, London E8 1DU, UK",16240ef3-d2e9-4d02-bd79-fabaf2147ff3,bar,ChIJC4E83OccdkgRyIQBNbTalwA,False,76fc0c90-f865-4cfe-bebe-21fa53717704,51.547389222003815,-0.0528502464294433,Night Tales,0.0,1a603278-e551-40dd-8188-70a81cc26f73
"Valette St, London E9 6NU, UK",16240ef3-d2e9-4d02-bd79-fabaf2147ff3,bar,ChIJ0yYfxOQcdkgRdfZT_zBt1cA,False,f12f4cc5-27e9-4691-8dce-dba40040903f,51.54576124671945,-0.054631233215332,MOTH Club,0.0,1a603278-e551-40dd-8188-70a81cc26f73
"20 Morning Ln, London E9 6NA, UK",16240ef3-d2e9-4d02-bd79-fabaf2147ff3,bar,ChIJmWyEuuQcdkgR8kkY3AKu298,False,fbfe14ab-a48b-424f-b09d-6c1478f0edcb,51.54590803376546,-0.0537300109863281,The Globe,0.0,1a603278-e551-40dd-8188-70a81cc26f73
"East London Public House, 15 Mehetabel Rd, London E9 6DU, UK",16240ef3-d2e9-4d02-bd79-fabaf2147ff3,bar,ChIJpxNi3PwcdkgRixNM8IKk74U,False,7092252a-1dbb-435b-a339-aff889c58267,51.547656097640726,-0.0501036643981933,Chesham Arms,0.0,1a603278-e551-40dd-8188-70a81cc26f73
"23-25 Homerton High St, London E9 6JP, UK",16240ef3-d2e9-4d02-bd79-fabaf2147ff3,bar,ChIJ2ZClaP0cdkgR9ixSjGE_Weo,False,6d740ea5-b888-4fb3-b25f-6cb36ea57a01,51.54824321853172,-0.047764778137207,The Plough,0.0,1a603278-e551-40dd-8188-70a81cc26f73
"88 Lower Clapton Rd, Lower Clapton, London E5 0QR, UK",ad43afd8-c0fb-4f48-a782-4d62270ca145,bar,ChIJI6vuMfkcdkgRwiPe_q4geZ4,False,a6051ad8-fefb-4d7e-925f-13cdcb16b73b,51.55315338749288,-0.0530004501342773,Biddle Bros,0.0,1a603278-e551-40dd-8188-70a81cc26f73
"205A Lower Clapton Rd, Lower Clapton, London E5 8EG, UK",ad43afd8-c0fb-4f48-a782-4d62270ca145,bar,ChIJ86VUfPgcdkgRw26Iqo-EwlI,False,07cb0b23-2f4a-4ad6-9425-61afba597d59,51.556555503505415,-0.055854320526123,Blondies,0.0,debe8a35-cd92-41a3-b1c7-e77954bb269a
"18 Northwold Rd, London N16 7HR, UK",4ba994d3-be0f-4955-9926-d41d5b751170,bar,ChIJ7y0lSWccdkgRQ3h4zY98OGQ,False,d8ac6e40-18aa-4cd2-bad9-c24097babf0d,51.56279872496425,-0.0717115402221679,The Axe,0.0,ade0de5f-3956-463f-912f-bdb63b5174a5
"175 Stoke Newington High St, London N16 0PE, UK",4ba994d3-be0f-4955-9926-d41d5b751170,bar,ChIJ2XzqK2EcdkgRkN65U4eJ-bU,False,70382534-b8b7-4272-8471-32f7d6300b15,51.562091736508826,-0.0738787651062011,"Three Crowns, Stoke Newington",0.0,ade0de5f-3956-463f-912f-bdb63b5174a5
"129 Stoke Newington High St, London N16 0PH, UK",4ba994d3-be0f-4955-9926-d41d5b751170,bar,ChIJ1busSoocdkgRK71iQUR-YnQ,False,40ec196c-cc92-497f-9a9a-4a7a43304c2b,51.56058434706352,-0.0741362571716308,Loading Bar,0.0,ade0de5f-3956-463f-912f-bdb63b5174a5
"105 Stoke Newington Church St, London N16 0UD, UK",4ba994d3-be0f-4955-9926-d41d5b751170,bar,ChIJ38Y5f2McdkgRGBASpRWMhKk,False,4e657bd9-9975-4f07-be10-5f1fe5677501,51.56203837844348,-0.0794792175292968,The Auld Shillelagh,0.0,ade0de5f-3956-463f-912f-bdb63b5174a5
"The Princec, 59 Kynaston Rd, London N16 0EB, UK",4ba994d3-be0f-4955-9926-d41d5b751170,restaurant,ChIJlfaCsWMcdkgRhJtoAz814pc,False,a64b8bef-215f-4f25-aeb7-5aefcf828486,51.5600507459052,-0.0783634185791015,The Prince,0.0,ade0de5f-3956-463f-912f-bdb63b5174a5
"36 Barbauld Rd, London N16 0SS, UK",4ba994d3-be0f-4955-9926-d41d5b751170,bar,ChIJ6Vi5pGIcdkgRmL7fWTm6XY8,False,0c2cae40-bf1d-402b-bcd9-d7d22cb9c0f1,51.55768948562943,-0.0806164741516113,The Londesborough,0.0,e3fdc4e4-8bce-4e2f-8282-edfd9691b041
"1-3 Matthias Rd, Mayville Estate, London N16 8NN, UK",4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb,bar,ChIJHWMU1YgcdkgR9-vvoplu6M4,False,4efe599e-daf0-4cd5-94b4-740242dba743,51.551712414590085,-0.0798225402832031,Army & Navy,0.0,2a829aac-cd42-4f92-bb27-7417ea56f4fd
"2 St Jude St, London N16 8JT, UK",4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb,bar,ChIJl6mDrI8cdkgR1WhenyFfM0Q,False,25778f10-deeb-4cbb-a724-52493a571301,51.548750271385735,-0.0793075561523437,The Railway Tavern N16,0.0,2a829aac-cd42-4f92-bb27-7417ea56f4fd
"117 Kingsland High St, London E8 2PB, UK",4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb,bar,ChIJqwqSMYwcdkgRo4O_kJSAqaI,False,7845221c-b025-44fd-a07c-894ef7c42cf2,51.55011128005159,-0.075380802154541,Dalston Superstore,0.0,2a829aac-cd42-4f92-bb27-7417ea56f4fd
"119 Balls Pond Rd, London N1 4BL, UK",4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb,bar,ChIJR_m-IZAcdkgRH3QEyIRPHMY,False,d234616f-b731-4b14-92cf-f4ba4f8109f5,51.54628167138217,-0.0806379318237304,The Duke of Wellington,0.0,e0366379-9029-4bea-a5f1-80cd6e62f722
"107A Culford Rd, London N1 4HT, UK",4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb,bar,ChIJvW2TmpAcdkgRwqo6EQUBeCU,False,fb633682-9d29-47d1-81cd-a1848becebb0,51.54334586459541,-0.0816249847412109,The Scolt Head,0.0,e0366379-9029-4bea-a5f1-80cd6e62f722
"113 Southgate Rd, London N1 3JS, UK",00763a76-7504-4fd1-84e1-57184c44e46f,bar,ChIJ4W6QLJocdkgRR-ZoeX7exsU,False,78b09dc3-44c8-4c17-976b-239bc2a6225f,51.541677708169246,-0.0851225852966308,De Beauvoir Arms,0.0,d64263fb-509a-4339-a6d2-3a86b865c4a8
"52 Canonbury Rd, London N1 2HP, UK",7b9db47d-0a1c-429c-9608-711ed711e845,bar,ChIJ75-B2mMbdkgR73Bsw1tEF1k,False,31de6bf0-9819-4cad-81fc-6d787312acc3,51.5417444356004,-0.0976967811584472,Myddleton Arms,0.0,d64263fb-509a-4339-a6d2-3a86b865c4a8
"108 Essex Rd, London N1 8LX, UK",7b9db47d-0a1c-429c-9608-711ed711e845,bar,ChIJ4UBjIAobdkgR0ixhyjWiytw,False,c7e41c6b-81d4-411c-b051-3447583813fe,51.53894179924826,-0.0982975959777832,Homeboy Bar - Islington,0.0,d64263fb-509a-4339-a6d2-3a86b865c4a8
"80 Liverpool Rd, London N1 0QD, UK",7b9db47d-0a1c-429c-9608-711ed711e845,bar,ChIJWQP2EmgbdkgRScFFWbQpF1A,False,74bdbecd-70a9-4a81-88e3-dc98da654833,51.5374336425482,-0.1067733764648437,The Pig and Butcher,0.0,d2878413-cc97-4454-984d-bb72e04c8bcc
"66 Acton St, London WC1X 8DU, UK",87fbc59f-9c44-4e78-b4b5-000ef3b4d559,bar,ChIJUTAziTgbdkgREf-X9JPx8oM,False,b96faccc-34f7-4499-b3c4-9fc4b208ff34,51.5284237009946,-0.1184892654418945,The Queens Head,0.0,9e6ed48e-ad9c-41cc-9bc2-3847bf2ecf73
"342 Caledonian Rd, London N1 1BB, UK",7b9db47d-0a1c-429c-9608-711ed711e845,bar,ChIJW7hGRmsbdkgRB2dO5PYIeEA,False,b088ce95-c5f2-4afe-a1d4-9245e5690ac6,51.54073016808757,-0.1168155670166015,Meltdown London,0.0,999d4e8b-7f82-4c3e-8a3d-04b1ca3aad65
"115 Hemingford Rd, London N1 1BZ, UK",7b9db47d-0a1c-429c-9608-711ed711e845,bar,ChIJf-CNm5gbdkgRM5-J1EaYN4w,False,6a7cf78e-1877-47ec-87bf-a4e84423c763,51.54094369996885,-0.1137042045593261,The Tamil Prince,0.0,999d4e8b-7f82-4c3e-8a3d-04b1ca3aad65
"441 Liverpool Rd, London N7 8PR, UK",7b9db47d-0a1c-429c-9608-711ed711e845,bar,ChIJgQPFKm4bdkgRQx8NSNQgMzg,False,a617848d-fd1a-40c8-b6e3-9f92126c8bd4,51.546348392062285,-0.1087903976440429,Duchess of Kent,0.0,6339de91-7b07-4cc2-960f-3e12bb216599
"54 Holloway Rd, London N7 8JL, UK",7b9db47d-0a1c-429c-9608-711ed711e845,bar,ChIJEwIocnAbdkgRr1PD8TbXxco,False,008849b1-87fd-4453-90f8-9b0089e78063,51.54873692796198,-0.1070094108581543,The Lamb,0.0,6339de91-7b07-4cc2-960f-3e12bb216599
"The Resource Centre, 338-346 Holloway Rd, London N7 6PA, UK",8e74a1f3-b8fc-4986-a520-0884eb581cb7,bar,ChIJmyZ8B3UbdkgR0tBoUEx8XbQ,False,169e21f6-c32f-4ad6-862c-db0712ee1fb0,51.55563495604893,-0.1155924797058105,The Coronet - JD Wetherspoon,0.0,ec5f4610-8035-48f3-b38f-2c175433f871
"115 Hornsey Rd, London N7 6DN, UK",8e74a1f3-b8fc-4986-a520-0884eb581cb7,bar,ChIJbzJcHJ4bdkgR1mX_2_V-pjM,False,9882b155-3cbe-4a55-81bf-67a9496e6173,51.55758275910539,-0.1128029823303222,Tollington Arms,0.0,ec5f4610-8035-48f3-b38f-2c175433f871
"124 Seven Sisters Rd, London N7 6AE, UK",8e74a1f3-b8fc-4986-a520-0884eb581cb7,bar,ChIJtVjuoJ8bdkgRiNhM-CrrhFw,False,945c6336-6711-42b2-a240-01b1b9f403c6,51.56007742611181,-0.1150774955749511,The Eaglet,0.0,ec5f4610-8035-48f3-b38f-2c175433f871
"66A Drayton Park, London N5 1ND, UK",8e74a1f3-b8fc-4986-a520-0884eb581cb7,bar,ChIJLfmNw3kbdkgRzwWNQOj21EY,False,d6c545ff-cbe9-46d7-bfb5-bd8ec038dd3a,51.55338020314369,-0.1047563552856445,Highbury Library,0.0,708c7e5a-d7ec-488d-9006-380a87398c1f
"226 Blackstock Rd, London N5 1EA, UK",8e74a1f3-b8fc-4986-a520-0884eb581cb7,bar,ChIJ970r64EbdkgRQA2Gtx5rhPY,False,7370b248-0ad7-4010-979f-a740c898f0c6,51.55835652073055,-0.0987482070922851,Bank of Friendship,0.0,2ba058c6-bdcf-4144-bb4a-315a93adfd29
"52 St Thomas's Rd, Finsbury Park, London N4 2QQ, UK",8e74a1f3-b8fc-4986-a520-0884eb581cb7,bar,ChIJOUCoNUsbdkgRkjobP14bNM8,False,c5cb1688-bfcf-4cbb-a416-380acea1923f,51.56203837844348,-0.1050782203674316,The Plimsoll,0.0,677aedd7-ea8c-4426-b583-0fc8a9a39601
"37 Landseer Rd, London N19 4JU, UK",8e74a1f3-b8fc-4986-a520-0884eb581cb7,bar,ChIJF4xp5aMbdkgRSMKTHyMpFhI,False,fe0c2771-3e66-4073-9632-e9e649b7227d,51.56287876070052,-0.1227593421936035,The Landseer Arms,0.0,c70420c9-f270-451f-9d3c-aebc2a2ffb7b
"471 Holloway Rd, Archway, London N7 6LE, UK",8e74a1f3-b8fc-4986-a520-0884eb581cb7,bar,ChIJlw5TzKYbdkgRGrtcBUj77YM,False,612c6de0-6dff-47d5-9956-69173db4e230,51.560450947360906,-0.1237463951110839,The Owl & Hitchhiker,0.0,c70420c9-f270-451f-9d3c-aebc2a2ffb7b
"336 Green Lanes, Finsbury Park, London N4 1BY, UK",8e74a1f3-b8fc-4986-a520-0884eb581cb7,bar,ChIJaSWnkIkbdkgRsF2q8UxGhGY,False,1d738594-fab9-441a-ae75-2283218418d7,51.57197523804986,-0.0962805747985839,The Finsbury,0.0,2e1443b2-99be-4db0-aa7b-9615e5470e12
"581 Green Lanes, Harringay Ladder, London N8 0RG, UK",8e74a1f3-b8fc-4986-a520-0884eb581cb7,bar,ChIJ8VfxTfEbdkgRfEZvdtK0sdk,False,64665ab3-1572-4051-826b-20503fcaa085,51.58382993737132,-0.1001858711242675,Ora Lounge,0.0,b8bfd9da-2a9d-46a3-a741-e7cdadc2012f
"600 Green Lanes, Harringay Ladder, London N8 0RY, UK",8e74a1f3-b8fc-4986-a520-0884eb581cb7,bar,ChIJk0FIyvYbdkgRbN6M4IE1aAI,False,ae591583-747e-46be-8bbe-986fb220f09b,51.58473658121817,-0.0997138023376464,The Langham Club,0.0,03078fb9-1fde-46aa-8d6f-8d59eb4a0086
"Greater, alexandra palace, Station Rd, London N22 7SS, UK",4405ca8a-c2a0-4040-94c2-877f2b6ced1d,bar,ChIJs9p7kd8bdkgR9VPNRGOv3Aw,False,cec763ee-5ad8-4b86-8d58-bbf96c5407d9,51.59830741035341,-0.1197338104248046,The Starting Gate,0.0,1680aeb1-631c-4872-8d6c-cbc21e5a24de
"1 Finsbury Rd, London N22 8PA, UK",4405ca8a-c2a0-4040-94c2-877f2b6ced1d,bar,ChIJr2V2t18ZdkgRODnkSRw5Zcs,False,9b12f0b5-d10c-4d43-8f44-b5601fa510be,51.60113304546629,-0.116128921508789,The Prince,0.0,1680aeb1-631c-4872-8d6c-cbc21e5a24de
"614 High Rd, London N17 9TA, UK",4ba994d3-be0f-4955-9926-d41d5b751170,bar,ChIJ_YbdwlYddkgRGIJz0ln9jjo,False,10a50535-ea54-48e5-840b-0f467d4b339a,51.5969478440218,-0.0681066513061523,The Bluecoats Pub,0.0,bbb759cc-c8f9-40e2-8000-4de5c72206c2
"Stoneleigh Rd., London N17 9JW, UK",4ba994d3-be0f-4955-9926-d41d5b751170,bar,ChIJ2Y1_aSIcdkgR7CSyp_56e48,False,7ac26e9b-a9c7-44db-ad5c-3a08f45f50ca,51.59218904134536,-0.069286823272705,The Beehive Pub | Tottenham,0.0,bbb759cc-c8f9-40e2-8000-4de5c72206c2
"Unit 17, Lockwood Industrial Park, Mill Mead Rd, London N17 9QP, UK",ad43afd8-c0fb-4f48-a782-4d62270ca145,other,ChIJly15qi8cdkgRx3Ez-N0rfkA,False,fa24fedf-0c19-4e57-8870-90101bc42aa1,51.59062932526743,-0.0569701194763183,Beavertown Brewery & Taproom,0.0,7f1affc2-40c4-481f-8e8a-61bf77c8e4c3
"The Boogaloo, 312 Archway Rd, London N6 5AT, UK",4405ca8a-c2a0-4040-94c2-877f2b6ced1d,bar,ChIJrUOt9koadkgRozweLeo_g_4,False,55cfb269-6585-4ae1-bd89-8ef6cae6ea79,51.576376105987,-0.1438093185424804,The Boogaloo,0.0,cb72f77d-2dc5-43c4-965d-75cf4e917011
"414 Archway Rd, London N6 5UA, UK",4405ca8a-c2a0-4040-94c2-877f2b6ced1d,bar,ChIJgeXEA0oadkgRDjmXdize3nM,False,745707c2-e7a4-4b33-9f7a-f6dfc2d6a221,51.57780296259989,-0.1470923423767089,The Woodman,0.0,cb72f77d-2dc5-43c4-965d-75cf4e917011
"385 Archway Rd, London N6 4ER, UK",4405ca8a-c2a0-4040-94c2-877f2b6ced1d,bar,ChIJBXhTITYadkgRoI8F11cLYkY,False,3b8f956e-0a9a-4a8e-9a30-afb90e73eae8,51.57828301643604,-0.1488518714904785,The Highgate Inn,0.0,cb72f77d-2dc5-43c4-965d-75cf4e917011
"98 North Rd, London N6 4AA, UK",4405ca8a-c2a0-4040-94c2-877f2b6ced1d,bar,ChIJ6wJcF0kadkgRAmSc9jjJnzs,False,7027ed4a-f38c-4d5f-9049-468f2bb12324,51.57498921177045,-0.1497960090637207,The Wrestlers,0.0,cb72f77d-2dc5-43c4-965d-75cf4e917011
"13 North Hill, London N6 4AB, UK",4405ca8a-c2a0-4040-94c2-877f2b6ced1d,bar,ChIJ0TSJWUgadkgRTqirut2U4Mc,False,12b05c98-b08f-4df2-850e-76180a358f48,51.575495966486805,-0.150761604309082,Bull Highgate,0.0,cb72f77d-2dc5-43c4-965d-75cf4e917011
"25 North Rd, London N6 4BE, UK",8576a0cd-0b4d-4a85-ba3c-122360e7d5f8,bar,ChIJ2yaCKk8adkgRTT3QOxE-aLs,False,89509f12-75e8-4b62-8b7a-f709776ddd2c,51.57262872719574,-0.1501393318176269,The Red Lion & Sun,0.0,cb72f77d-2dc5-43c4-965d-75cf4e917011
"1 North Rd, Highgate Village, London N6 4BD, UK",8576a0cd-0b4d-4a85-ba3c-122360e7d5f8,bar,ChIJF2lcJk8adkgRpjwgNQWd0-Q,False,2b99f168-e63b-445e-a7dc-7f8bf76da331,51.57141509701897,-0.1500320434570312,The Gatehouse,0.0,cb72f77d-2dc5-43c4-965d-75cf4e917011
"77 Highgate W Hill, London N6 6BU, UK",8576a0cd-0b4d-4a85-ba3c-122360e7d5f8,bar,ChIJfRUvB08adkgRI-5y3eEGN8s,False,50f4ee06-deac-4049-bbd4-0cd727d4c319,51.56989467942834,-0.1508903503417968,"The Flask, Highgate",0.0,cb72f77d-2dc5-43c4-965d-75cf4e917011
"16 Highgate High St, London N6 5JG, UK",8576a0cd-0b4d-4a85-ba3c-122360e7d5f8,bar,ChIJ_9ZAMUwadkgRHdQl3H6_oFk,False,cdfb2c2e-c05d-4891-9228-1e918c4ae0bc,51.57056153550928,-0.1461052894592285,The Duke's Head,0.0,cb72f77d-2dc5-43c4-965d-75cf4e917011
"2A S Hill Park, London NW3 2SB, UK",3604053e-7d97-4da1-a00f-e65844248107,bar,ChIJU676x4oadkgRgN8AQ9V_WqU,False,9963cb33-f78e-4f21-a240-9542d9e8fbf8,51.555621614644494,-0.165567398071289,The Magdala,0.0,dd775ba4-4f37-42fb-87e6-c51bb91a8419
