pub_identity,detail,monday,tuesday,wednesday,thursday,friday,saturday,sunday,brunch,dart,entertain,favourite,garden,history,late,music,pool,quiz,roast,sport
e5999686-9288-4e72-97ab-e6d40c91d8a8,Quirky decor. Closed Mon,,,,,,,,,,,,,,,,,,,
e5a2d84a-ce35-4087-9faa-ab8ebf3549f0,Traditional pub,,,,,,,,,,,,,,,,,,,
e600a80e-b8d6-49d9-b528-d9186c22fc1c,Outside space and £6 Thurs,,,,,,,,,,,,,,,,,,,
e620aa52-3217-4d9c-b733-36b8e5fe71d6,Pub with fine dining,,,,,,,,,,,,,,,,,,,
e660f5e3-b9f5-4dd8-90ef-0ecc6c87a15c,Traditional pub,,,,,,,,,,,,,,,,,,,
e6adbab2-cc94-4d90-a2ac-4265aec986ef,Revamped Weatherspoons,,,,,,,,,,,,,,,,,,,
e742eaeb-ca3a-4b61-bf87-186aec8dd672,Rooftop bar Fri-Sun only,,,,,,,,,,,,,,,,,,,
e74bdf25-8684-46f9-879b-4c756f8408c8,Traditional pub with quiz night,,,,,,,,,,,,,,,,,,,
e77e436f-d231-42f2-b45a-cae75e3219d8,Traditional pub,,,,,,,,,,,,,,,,,,,
e7a5873d-e2ce-45d0-bbd3-f3a37575a672,Shuffleboard,,,,,,,,,,,,,,,,,,,
e8cbe945-648f-4a82-8e4b-8a6eb043af7f,American restaurant,,,,,,,,,,,,,,,,,,,
e95ee218-3881-4f6f-9cf1-f246adaa09bb,Traditional pub with pizza,,,,,,,,,,,,,,,,,,,
e9ab9272-e5b4-481b-bd81-0fb25dc0b5b0,Traditional pub,,,,,,,,,,,,,,,,,,,
e9b0c3df-1659-4ac8-9f43-9e5e5f4c3b9f,Canalside bar with outdoor seating,,,,,,,,,,,,,,,,,,,
e9ec51c9-fd81-4b03-b3b2-0a3b1f16bfc6,Riverside pub. Tue 7pm quiz. Regular jazz nights,,,,,,,,,,,,,,,,,,,
eab9451c-265a-4d83-b539-e782c24bb490,Tue/Thur 8pm quiz and comedy nights,,,,,,,,,,,,,,,,,,,
eabe0a83-2841-4c72-b86a-4fb5504e2161,Beautiful facade,,,,,,,,,,,,,,,,,,,
eafd0eca-152d-4c97-a0d4-d3f68512420d,Daily live music,,,,,,,,,,,,,,,,,,,
ebd6f61a-3217-482d-9615-cbee464fe2c3,Craft beers,,,,,,,,,,,,,,,,,,,
ecb72215-6284-4876-8d89-b5ba30789ab2,Small pub,,,,,,,,,,,,,,,,,,,
ecd43a0d-0ceb-4e86-b9af-b408eee96b18,Canoes. Weekend only,,,,,,,,,,,,,,,,,,,
ecefbb5e-f81c-4380-9c13-97f27c06954e,Sun 7.30pm quiz,,,,,,,,,,,,,,,,,,,
ed530a98-058f-4b2d-afb1-2adc4916e305,Mon 7pm quiz. Regular live music and comedy,,,,,,,,,,,,,,,,,,,
ed583f06-2e38-43c5-bfd4-97d68006a041,False,,,,,,,,,,,,,,,,,,,
ee6111f6-779e-4e3a-b6f8-bbf26d0d53c2,Taproom with some live music. Sun-Tue closed,,,,,,,,,,,,,,,,,,,
eeb52bb4-449c-4b35-b25e-c9ff9795e4f0,Monday quiz. Open mic nights 1st Thur/month,,,,,,,,,,,,,,,,,,,
eef15e99-0ec1-4296-85b6-530d218819d5,Mon 7pm quiz. Thur live music. Fri/Sat DJs,,,,,,,,,,,,,,,,,,,
ef30367b-bbd4-429a-83d8-6af834e2f668,Canal side bar with stuff for kids,,,,,,,,,,,,,,,,,,,
ef3de685-4c13-4560-bd49-e6060f9ea86b,Riverside bar with outdoor seating,,,,,,,,,,,,,,,,,,,
ef71847c-035f-4d12-ae3d-992b05a1402d,Traditional pub,,,,,,,,,,,,,,,,,,,
efcf3870-da4d-4a44-9c1b-3d5be38edeaa,Classic pub,,,,,,,,,,,,,,,,,,,
f0f9f809-0819-4a12-9a7e-8ff31572a1e2,Gay friendly bar with drag and music events,,,,,,,,,,,,,,,,,,,
f11566da-401d-4b0c-9954-65f8b4b96cc0,Outdoor seating,,,,,,,,,,,,,,,,,,,
f12f4cc5-27e9-4691-8dce-dba40040903f,Music and comedy,,,,,,,,,,,,,,,,,,,
f203b61c-9fbe-4ec0-ad8f-aed1da80d216,Bingo brunch 1pm Saturday,,,,,,,,,,,,,,,,,,,
f23fbf74-e059-4cda-bce5-46168f7a059f,False,,,,,,,,,,,,,,,,,,,
f2a0f4c8-715b-415a-a8a9-82be81e39619,TBC,,,,,,,,,,,,,,,,,,,
f2a37e3c-43fc-4c7f-b62e-fa7e491f1625,Student only bar with Mon quizzer bingo. Tue jazz,,,,,,,,,,,,,,,,,,,
f2b74a89-ca18-4500-adf6-80d04d21fc35,Jazz once a month,,,,,,,,,,,,,,,,,,,
f2deca00-404e-4a66-87ac-06fcd27521a9,Seafood dining,,,,,,,,,,,,,,,,,,,
f2e85f28-1978-481b-a3d4-87259afcde64,Outdoor seating,,,,,,,,,,,,,,,,,,,
f2fad9c5-2686-483e-83f1-977936d31f39,Thur 8pm quiz,,,,,,,,,,,,,,,,,,,
f322dcd3-d294-447d-b40f-2293fe1d3659,Cocktail bar,,,,,,,,,,,,,,,,,,,
f39db520-b94f-49a5-8c56-e1afad69483d,Pour own pints,,,,,,,,,,,,,,,,,,,
f43635e9-6270-4bd9-bb3f-cde1eb4e0484,Organic pub with dining,,,,,,,,,,,,,,,,,,,
f47dbe6b-1428-4bb8-a017-0a0062785ed9,0,,,,,,,,,,,,,,,,,,,
f4c9d531-837c-4977-ab52-3201a9ce664f,Wine tasting,,,,,,,,,,,,,,,,,,,
f4d59bf5-745e-4714-91b3-d8b2bea1cfb8,0,,,,,,,,,,,,,,,,,,,
f4e708fc-7f10-47d7-a30a-372cbf89f25c,Gothic decor ,,,,,,,,,,,,,,,,,,,
f523c8d4-fe35-45af-b9bb-af9f411feac5,Karaoke hire,,,,,,,,,,,,,,,,,,,
f555e6f4-e30d-43b2-acbe-e2c3fb4c4cea,Traditional pub,,,,,,,,,,,,,,,,,,,
f587af14-eb99-4aa9-b0ac-b9de7fc72a10,"Quiz, bingo and DJs",,,,,,,,,,,,,,,,,,,
f5e951e4-ab9a-4e8e-926e-94d26bcdc5cf,Outdoor seating. Sat/Sun closed,,,,,,,,,,,,,,,,,,,
f62b6c54-6847-47f8-8112-f6269578125f,Comedy,,,,,,,,,,,,,,,,,,,
f6d03468-da16-4961-b622-f907e1958ded,Quirky Norwegian decor. Tue 8pm quiz. Board games,,,,,,,,,,,,,,,,,,,
f6e11b5c-cf77-4f39-81fa-6d3ff8bd9bdc,Thur 8pm quiz. Friday comedy. 1st Mon ukulele lessons. Board games,,,,,,,,,,,,,,,,,,,
f729fee1-c655-47be-bdef-4278fdb7c3e5,Traditional pub,,,,,,,,,,,,,,,,,,,
f739b77a-f490-46b9-8809-10b986844d8f,Wed 7.30pm quiz. Every 2nd Thurs comedy,,,,,,,,,,,,,,,,,,,
f74c12e3-3d4d-43c8-89a7-57431146438d,Fri: open mic night. Sun: sing-a-long,,,,,,,,,,,,,,,,,,,
f7c8fe0f-e105-4225-830b-18b9c049b030,Closed Sat/Sun,,,,,,,,,,,,,,,,,,,
f7ede4d2-d0a3-43eb-85be-c35ea589ea7f,Cocktail bar with live music events,,,,,,,,,,,,,,,,,,,
f7f4c32c-c57b-4e00-a47c-3090616cd866,Shisha and cocktail bar,,,,,,,,,,,,,,,,,,,
f86ba14f-22b0-4492-9aa4-6234cced8e8a,1st Tue quiz. Fri live music,,,,,,,,,,,,,,,,,,,
f8912654-fd42-472b-ab2c-efdf4522b44f,Traditional pub,,,,,,,,,,,,,,,,,,,
f9120818-3901-49a4-babe-474246231ce9,TBC,,,,,,,,,,,,,,,,,,,
f933b4b5-3a06-4015-b23d-ded0d4dd8f70,Traditional pub,,,,,,,,,,,,,,,,,,,
f941dc57-006f-47b0-99db-c265d31e4139,City bar,,,,,,,,,,,,,,,,,,,
f9920659-fc05-45b6-a298-991910d95b52, ,,,,,,,,,,,,,,,,,,,
fa24fedf-0c19-4e57-8870-90101bc42aa1,"Only Fri, Sat & Sun",,,,,,,,,,,,,,,,,,,
facd8fad-fc62-4519-9751-bbb0d06b01fe,Classic pub,,,,,,,,,,,,,,,,,,,
fb633682-9d29-47d1-81cd-a1848becebb0,Every other Mon 7.30pm quiz. Last Thur jazz,,,,,,,,,,,,,,,,,,,
fbfe14ab-a48b-424f-b09d-6c1478f0edcb,Tue quiz. Wed karaoke. Thur race night. Outdoor seating,,,,,,,,,,,,,,,,,,,
fc458d09-1661-41da-bad9-867e49c720ce, Sun 7pm quiz,,,,,,,,,,,,,,,,,,,
fc6df57e-c8a2-456c-9675-df227c91fbe9, ,,,,,,,,,,,,,,,,,,,
fc6e5974-2c14-407d-8272-71c9c95e8faf,Outdoor seating,,,,,,,,,,,,,,,,,,,
fd1f6053-8868-419a-a445-fd24a21e8b99,Traditional pub,,,,,,,,,,,,,,,,,,,
fd81e821-5fff-40a3-ae44-1734679d0269,TBC,,,,,,,,,,,,,,,,,,,
fdfe103a-06d9-4636-b498-a9d698bfe538,Hidden bar,,,,,,,,,,,,,,,,,,,
fe0c2771-3e66-4073-9632-e9e649b7227d,Outdoor seating,,,,,,,,,,,,,,,,,,,
fe2c34eb-b44c-4b72-8a6c-dcd9aaedf162,Outdoor seating,,,,,,,,,,,,,,,,,,,
fe5b20bb-5452-4881-81a7-37ff266aa193,TBC,,,,,,,,,,,,,,,,,,,
fe76dd20-eba9-496c-aace-871e013f4657,Traditional pub,,,,,,,,,,,,,,,,,,,
ff07c9fe-4a19-4305-beb1-c98347370fbc,Wine bar,,,,,,,,,,,,,,,,,,,
ff1be3fe-9942-441e-a9e3-f329d0b65eb2,Mon 8pm quiz,,,,,,,,,,,,,,,,,,,
ff20b3c0-b8ab-433e-9c1f-cfed10f20a3c,Spurs bar open match days,,,,,,,,,,,,,,,,,,,
